"Temperature (C)","Pressure (kpa)","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
18,1005,53,239,30,"2020-07-25 09:00:00"
18,1005,57,239,30,"2020-07-25 10:00:00"
18,1005,61,239,30,"2020-07-25 11:00:00"
18,1005,66,239,30,"2020-07-25 12:00:00"
18,1005,72,239,30,"2020-07-25 13:00:00"
18,1004,79,239,30,"2020-07-25 14:00:00"
18,1004,86,240,30,"2020-07-25 15:00:00"
18,1004,83,239,29,"2020-07-25 16:00:00"
18,1004,81,238,28,"2020-07-25 17:00:00"
18,1004,78,237,27,"2020-07-25 18:00:00"
18,1004,75,237,27,"2020-07-25 19:00:00"
16,1005,71,237,26,"2020-07-25 20:00:00"
16,1005,67,237,26,"2020-07-25 21:00:00"
16,1005,67,240,27,"2020-07-25 22:00:00"
16,1005,66,243,27,"2020-07-25 23:00:00"
16,1005,66,246,28,"2020-07-26 00:00:00"
16,1004,71,248,28,"2020-07-26 01:00:00"
16,1004,76,250,27,"2020-07-26 02:00:00"
16,1004,81,252,27,"2020-07-26 03:00:00"
16,1004,76,253,26,"2020-07-26 04:00:00"
16,1004,71,254,25,"2020-07-26 05:00:00"
16,1004,67,255,24,"2020-07-26 06:00:00"
16,1004,65,256,23,"2020-07-26 07:00:00"
16,1004,63,257,22,"2020-07-26 08:00:00"
16,1005,61,258,22,"2020-07-26 09:00:00"
16,1005,61,257,22,"2020-07-26 10:00:00"
16,1005,61,256,23,"2020-07-26 11:00:00"
16,1005,61,255,24,"2020-07-26 12:00:00"
16,1004,67,256,24,"2020-07-26 13:00:00"
16,1003,73,257,24,"2020-07-26 14:00:00"
18,1003,79,258,25,"2020-07-26 15:00:00"
18,1003,76,258,24,"2020-07-26 16:00:00"
18,1003,73,258,23,"2020-07-26 17:00:00"
18,1003,70,258,22,"2020-07-26 18:00:00"
16,1003,67,256,22,"2020-07-26 19:00:00"
16,1004,64,254,22,"2020-07-26 20:00:00"
16,1004,61,252,21,"2020-07-26 21:00:00"
16,1004,64,252,22,"2020-07-26 22:00:00"
16,1004,67,252,22,"2020-07-26 23:00:00"
16,1004,70,252,23,"2020-07-27 00:00:00"
16,1004,75,253,22,"2020-07-27 01:00:00"
16,1004,80,254,22,"2020-07-27 02:00:00"
16,1003,84,255,22,"2020-07-27 03:00:00"
16,1003,84,254,21,"2020-07-27 04:00:00"
16,1003,83,253,20,"2020-07-27 05:00:00"
16,1003,83,252,19,"2020-07-27 06:00:00"
16,1004,80,249,19,"2020-07-27 07:00:00"
16,1004,77,246,19,"2020-07-27 08:00:00"
16,1005,75,243,19,"2020-07-27 09:00:00"
16,1005,73,246,21,"2020-07-27 10:00:00"
16,1005,71,249,24,"2020-07-27 11:00:00"
16,1004,69,253,26,"2020-07-27 12:00:00"
16,1004,67,253,26,"2020-07-27 13:00:00"
16,1003,65,253,25,"2020-07-27 14:00:00"
16,1003,64,253,25,"2020-07-27 15:00:00"
16,1003,66,253,25,"2020-07-27 16:00:00"
16,1003,68,253,24,"2020-07-27 17:00:00"
16,1003,70,254,24,"2020-07-27 18:00:00"
14,1004,67,252,24,"2020-07-27 19:00:00"
14,1004,65,250,24,"2020-07-27 20:00:00"
14,1005,62,248,24,"2020-07-27 21:00:00"
14,1005,60,245,24,"2020-07-27 22:00:00"
14,1005,58,241,23,"2020-07-27 23:00:00"
14,1005,56,238,23,"2020-07-28 00:00:00"
14,1005,57,238,23,"2020-07-28 01:00:00"
14,1005,57,239,23,"2020-07-28 02:00:00"
14,1004,58,239,23,"2020-07-28 03:00:00"
14,1004,62,242,23,"2020-07-28 04:00:00"
14,1004,66,246,23,"2020-07-28 05:00:00"
14,1005,71,249,23,"2020-07-28 06:00:00"
14,1005,70,247,22,"2020-07-28 07:00:00"
14,1006,69,246,21,"2020-07-28 08:00:00"
16,1006,68,244,21,"2020-07-28 09:00:00"
16,1006,65,243,22,"2020-07-28 10:00:00"
16,1006,62,241,23,"2020-07-28 11:00:00"
16,1006,58,239,24,"2020-07-28 12:00:00"
16,1006,60,241,26,"2020-07-28 13:00:00"
16,1005,61,242,27,"2020-07-28 14:00:00"
16,1005,62,244,29,"2020-07-28 15:00:00"
16,1005,65,245,30,"2020-07-28 16:00:00"
16,1005,69,246,30,"2020-07-28 17:00:00"
16,1005,72,247,31,"2020-07-28 18:00:00"
16,1006,73,248,30,"2020-07-28 19:00:00"
16,1006,74,249,30,"2020-07-28 20:00:00"
16,1007,75,251,30,"2020-07-28 21:00:00"
16,1007,77,251,30,"2020-07-28 22:00:00"
14,1007,78,251,30,"2020-07-28 23:00:00"
14,1007,80,251,30,"2020-07-29 00:00:00"
14,1007,79,250,30,"2020-07-29 01:00:00"
14,1006,78,250,29,"2020-07-29 02:00:00"
14,1006,77,249,29,"2020-07-29 03:00:00"
14,1006,81,248,28,"2020-07-29 04:00:00"
14,1006,85,248,28,"2020-07-29 05:00:00"
14,1006,89,247,28,"2020-07-29 06:00:00"
14,1006,92,249,28,"2020-07-29 07:00:00"
14,1007,95,250,28,"2020-07-29 08:00:00"
14,1007,98,252,29,"2020-07-29 09:00:00"
14,1007,96,252,29,"2020-07-29 10:00:00"
14,1007,94,252,30,"2020-07-29 11:00:00"
16,1007,93,252,30,"2020-07-29 12:00:00"
16,1006,93,253,31,"2020-07-29 13:00:00"
16,1006,93,253,31,"2020-07-29 14:00:00"
16,1006,93,254,31,"2020-07-29 15:00:00"
14,1006,95,253,32,"2020-07-29 16:00:00"
14,1006,97,253,32,"2020-07-29 17:00:00"
14,1006,100,252,32,"2020-07-29 18:00:00"
14,1006,98,251,33,"2020-07-29 19:00:00"
12,1007,97,249,33,"2020-07-29 20:00:00"
12,1007,95,248,33,"2020-07-29 21:00:00"
12,1007,91,248,33,"2020-07-29 22:00:00"
12,1007,86,249,34,"2020-07-29 23:00:00"
10,1007,82,250,34,"2020-07-30 00:00:00"
12,1006,82,251,34,"2020-07-30 01:00:00"
14,1005,82,251,34,"2020-07-30 02:00:00"
14,1004,83,252,35,"2020-07-30 03:00:00"
14,1004,85,252,34,"2020-07-30 04:00:00"
14,1004,88,251,33,"2020-07-30 05:00:00"
16,1004,91,250,33,"2020-07-30 06:00:00"
16,1005,86,249,32,"2020-07-30 07:00:00"
16,1005,80,247,32,"2020-07-30 08:00:00"
16,1006,74,246,32,"2020-07-30 09:00:00"
16,1005,75,245,33,"2020-07-30 10:00:00"
16,1005,76,245,34,"2020-07-30 11:00:00"
16,1005,76,245,35,"2020-07-30 12:00:00"
16,1004,77,246,35,"2020-07-30 13:00:00"
16,1004,77,247,35,"2020-07-30 14:00:00"
16,1003,77,247,36,"2020-07-30 15:00:00"
16,1003,76,247,36,"2020-07-30 16:00:00"
16,1003,75,246,36,"2020-07-30 17:00:00"
16,1003,74,245,36,"2020-07-30 18:00:00"
16,1003,74,242,36,"2020-07-30 19:00:00"
16,1004,74,240,36,"2020-07-30 20:00:00"
16,1004,74,237,36,"2020-07-30 21:00:00"
14,1004,74,234,36,"2020-07-30 22:00:00"
14,1004,73,232,36,"2020-07-30 23:00:00"
14,1004,73,229,36,"2020-07-31 00:00:00"
14,1003,78,230,36,"2020-07-31 01:00:00"
14,1003,83,231,36,"2020-07-31 02:00:00"
14,1002,88,232,36,"2020-07-31 03:00:00"
14,1002,90,233,35,"2020-07-31 04:00:00"
14,1002,92,235,35,"2020-07-31 05:00:00"
14,1002,94,236,34,"2020-07-31 06:00:00"
14,1003,96,235,34,"2020-07-31 07:00:00"
14,1003,98,234,34,"2020-07-31 08:00:00"
14,1004,100,233,34,"2020-07-31 09:00:00"
14,1003,100,233,34,"2020-07-31 10:00:00"
14,1003,100,233,35,"2020-07-31 11:00:00"
14,1003,100,233,35,"2020-07-31 12:00:00"
14,1003,100,234,36,"2020-07-31 13:00:00"
14,1002,100,235,36,"2020-07-31 14:00:00"
14,1001,100,236,36,"2020-07-31 15:00:00"
14,1001,100,237,36,"2020-07-31 16:00:00"
12,1001,100,238,36,"2020-07-31 17:00:00"
12,1002,100,240,36,"2020-07-31 18:00:00"
8,1002,99,240,35,"2020-07-31 19:00:00"
6,1002,98,240,35,"2020-07-31 20:00:00"
4,1003,98,241,34,"2020-07-31 21:00:00"
4,1003,97,241,34,"2020-07-31 22:00:00"
4,1003,96,240,33,"2020-07-31 23:00:00"
4,1003,95,240,33,"2020-08-01 00:00:00"
6,1002,96,241,33,"2020-08-01 01:00:00"
10,1001,97,241,33,"2020-08-01 02:00:00"
14,1001,99,241,33,"2020-08-01 03:00:00"
14,1001,98,243,33,"2020-08-01 04:00:00"
14,1001,98,244,33,"2020-08-01 05:00:00"
14,1001,97,246,33,"2020-08-01 06:00:00"
14,1002,98,246,34,"2020-08-01 07:00:00"
14,1002,99,246,35,"2020-08-01 08:00:00"
14,1002,100,247,36,"2020-08-01 09:00:00"
14,1002,100,247,36,"2020-08-01 10:00:00"
14,1003,100,248,36,"2020-08-01 11:00:00"
14,1003,100,249,36,"2020-08-01 12:00:00"
14,1002,99,250,36,"2020-08-01 13:00:00"
14,1002,99,251,37,"2020-08-01 14:00:00"
14,1002,98,252,37,"2020-08-01 15:00:00"
14,1002,96,254,37,"2020-08-01 16:00:00"
12,1002,95,255,36,"2020-08-01 17:00:00"
12,1002,93,257,35,"2020-08-01 18:00:00"
8,1003,90,256,34,"2020-08-01 19:00:00"
6,1003,87,255,34,"2020-08-01 20:00:00"
4,1003,84,254,33,"2020-08-01 21:00:00"
4,1003,80,252,33,"2020-08-01 22:00:00"
4,1003,76,251,34,"2020-08-01 23:00:00"
4,1003,72,250,34,"2020-08-02 00:00:00"
8,1003,72,250,35,"2020-08-02 01:00:00"
12,1002,72,251,35,"2020-08-02 02:00:00"
14,1002,72,251,36,"2020-08-02 03:00:00"
14,1002,73,252,35,"2020-08-02 04:00:00"
14,1002,74,254,35,"2020-08-02 05:00:00"
16,1002,75,255,34,"2020-08-02 06:00:00"
16,1003,76,256,33,"2020-08-02 07:00:00"
16,1003,77,257,32,"2020-08-02 08:00:00"
16,1004,77,257,31,"2020-08-02 09:00:00"
16,1004,73,258,32,"2020-08-02 10:00:00"
16,1004,69,258,32,"2020-08-02 11:00:00"
16,1003,65,259,33,"2020-08-02 12:00:00"
16,1003,69,259,33,"2020-08-02 13:00:00"
16,1002,73,259,34,"2020-08-02 14:00:00"
16,1002,77,259,34,"2020-08-02 15:00:00"
16,1002,73,260,34,"2020-08-02 16:00:00"
16,1002,69,260,33,"2020-08-02 17:00:00"
16,1003,65,261,33,"2020-08-02 18:00:00"
14,1003,67,259,33,"2020-08-02 19:00:00"
14,1003,70,258,33,"2020-08-02 20:00:00"
14,1003,72,257,32,"2020-08-02 21:00:00"
12,1003,71,256,32,"2020-08-02 22:00:00"
12,1003,71,255,32,"2020-08-02 23:00:00"
12,1003,71,254,32,"2020-08-03 00:00:00"
12,1003,73,254,32,"2020-08-03 01:00:00"
14,1002,75,254,31,"2020-08-03 02:00:00"
14,1002,77,255,30,"2020-08-03 03:00:00"
14,1002,79,255,30,"2020-08-03 04:00:00"
14,1002,82,256,29,"2020-08-03 05:00:00"
14,1002,84,257,28,"2020-08-03 06:00:00"
14,1003,82,256,27,"2020-08-03 07:00:00"
14,1003,81,255,26,"2020-08-03 08:00:00"
14,1004,79,253,25,"2020-08-03 09:00:00"
14,1003,76,254,26,"2020-08-03 10:00:00"
14,1003,73,254,26,"2020-08-03 11:00:00"
14,1003,69,255,27,"2020-08-03 12:00:00"
14,1003,70,256,28,"2020-08-03 13:00:00"
14,1002,70,257,28,"2020-08-03 14:00:00"
14,1002,70,258,29,"2020-08-03 15:00:00"
14,1002,79,257,29,"2020-08-03 16:00:00"
14,1002,88,257,29,"2020-08-03 17:00:00"
14,1002,97,256,28,"2020-08-03 18:00:00"
14,1003,93,254,28,"2020-08-03 19:00:00"
14,1003,89,253,27,"2020-08-03 20:00:00"
14,1004,86,252,26,"2020-08-03 21:00:00"
12,1004,82,250,26,"2020-08-03 22:00:00"
12,1004,78,247,26,"2020-08-03 23:00:00"
12,1004,74,245,27,"2020-08-04 00:00:00"
12,1003,72,245,27,"2020-08-04 01:00:00"
14,1003,71,245,27,"2020-08-04 02:00:00"
14,1003,69,245,27,"2020-08-04 03:00:00"
14,1003,67,244,27,"2020-08-04 04:00:00"
14,1003,66,243,26,"2020-08-04 05:00:00"
14,1003,64,242,26,"2020-08-04 06:00:00"
16,1004,66,242,25,"2020-08-04 07:00:00"
16,1004,69,241,24,"2020-08-04 08:00:00"
16,1005,71,241,24,"2020-08-04 09:00:00"
16,1005,74,242,25,"2020-08-04 10:00:00"
16,1005,77,243,26,"2020-08-04 11:00:00"
16,1004,80,245,27,"2020-08-04 12:00:00"
16,1004,79,247,28,"2020-08-04 13:00:00"
16,1004,79,248,29,"2020-08-04 14:00:00"
16,1003,79,250,30,"2020-08-04 15:00:00"
16,1003,73,252,30,"2020-08-04 16:00:00"
16,1003,66,253,30,"2020-08-04 17:00:00"
16,1003,60,255,31,"2020-08-04 18:00:00"
16,1004,64,254,30,"2020-08-04 19:00:00"
16,1004,68,253,30,"2020-08-04 20:00:00"
16,1005,71,253,30,"2020-08-04 21:00:00"
16,1005,72,251,29,"2020-08-04 22:00:00"
14,1004,73,249,29,"2020-08-04 23:00:00"
14,1004,74,248,28,"2020-08-05 00:00:00"
14,1004,77,247,28,"2020-08-05 01:00:00"
14,1004,80,247,28,"2020-08-05 02:00:00"
14,1003,83,247,28,"2020-08-05 03:00:00"
14,1003,84,246,27,"2020-08-05 04:00:00"
14,1003,86,246,27,"2020-08-05 05:00:00"
14,1004,88,245,26,"2020-08-05 06:00:00"
16,1004,82,244,26,"2020-08-05 07:00:00"
16,1005,77,243,26,"2020-08-05 08:00:00"
16,1005,71,242,26,"2020-08-05 09:00:00"
16,1005,70,242,26,"2020-08-05 10:00:00"
16,1005,68,242,27,"2020-08-05 11:00:00"
18,1004,67,242,28,"2020-08-05 12:00:00"
16,1004,66,243,28,"2020-08-05 13:00:00"
16,1003,65,245,29,"2020-08-05 14:00:00"
16,1003,64,246,29,"2020-08-05 15:00:00"
16,1003,63,248,28,"2020-08-05 16:00:00"
16,1003,63,250,28,"2020-08-05 17:00:00"
16,1003,63,252,28,"2020-08-05 18:00:00"
16,1003,63,250,27,"2020-08-05 19:00:00"
16,1004,64,248,27,"2020-08-05 20:00:00"
16,1004,64,247,27,"2020-08-05 21:00:00"
16,1004,68,246,27,"2020-08-05 22:00:00"
16,1004,71,245,27,"2020-08-05 23:00:00"
16,1004,74,244,26,"2020-08-06 00:00:00"
14,1003,74,244,26,"2020-08-06 01:00:00"
14,1003,74,245,26,"2020-08-06 02:00:00"
14,1003,73,246,25,"2020-08-06 03:00:00"
14,1003,73,246,25,"2020-08-06 04:00:00"
14,1003,72,246,26,"2020-08-06 05:00:00"
14,1003,71,247,26,"2020-08-06 06:00:00"
16,1003,73,247,26,"2020-08-06 07:00:00"
16,1004,75,248,26,"2020-08-06 08:00:00"
16,1004,77,249,26,"2020-08-06 09:00:00"
16,1004,74,251,25,"2020-08-06 10:00:00"
16,1004,72,254,24,"2020-08-06 11:00:00"
16,1003,69,257,23,"2020-08-06 12:00:00"
16,1003,68,257,23,"2020-08-06 13:00:00"
16,1002,67,258,22,"2020-08-06 14:00:00"
16,1002,66,259,22,"2020-08-06 15:00:00"
16,1002,70,257,22,"2020-08-06 16:00:00"
16,1002,73,254,23,"2020-08-06 17:00:00"
16,1002,77,252,23,"2020-08-06 18:00:00"
16,1003,77,249,23,"2020-08-06 19:00:00"
16,1003,77,247,23,"2020-08-06 20:00:00"
16,1004,77,245,23,"2020-08-06 21:00:00"
14,1004,75,242,24,"2020-08-06 22:00:00"
14,1004,72,240,24,"2020-08-06 23:00:00"
14,1004,70,237,25,"2020-08-07 00:00:00"
14,1004,77,238,25,"2020-08-07 01:00:00"
14,1003,84,238,25,"2020-08-07 02:00:00"
14,1003,91,238,25,"2020-08-07 03:00:00"
14,1003,91,238,25,"2020-08-07 04:00:00"
14,1003,91,238,24,"2020-08-07 05:00:00"
14,1004,91,239,24,"2020-08-07 06:00:00"
14,1004,93,238,24,"2020-08-07 07:00:00"
14,1005,96,237,25,"2020-08-07 08:00:00"
14,1005,99,236,25,"2020-08-07 09:00:00"
14,1005,97,233,26,"2020-08-07 10:00:00"
14,1005,95,229,27,"2020-08-07 11:00:00"
14,1005,93,226,28,"2020-08-07 12:00:00"
14,1005,89,226,29,"2020-08-07 13:00:00"
14,1004,86,226,30,"2020-08-07 14:00:00"
16,1003,82,226,30,"2020-08-07 15:00:00"
16,1004,81,228,30,"2020-08-07 16:00:00"
16,1004,80,231,30,"2020-08-07 17:00:00"
16,1004,79,233,30,"2020-08-07 18:00:00"
14,1004,82,235,29,"2020-08-07 19:00:00"
14,1005,85,236,29,"2020-08-07 20:00:00"
12,1005,88,238,28,"2020-08-07 21:00:00"
12,1005,90,239,29,"2020-08-07 22:00:00"
10,1005,93,240,29,"2020-08-07 23:00:00"
10,1005,96,241,30,"2020-08-08 00:00:00"
12,1005,96,242,29,"2020-08-08 01:00:00"
12,1004,97,243,28,"2020-08-08 02:00:00"
14,1004,97,245,28,"2020-08-08 03:00:00"
14,1004,93,243,27,"2020-08-08 04:00:00"
14,1004,89,241,27,"2020-08-08 05:00:00"
16,1004,85,239,27,"2020-08-08 06:00:00"
16,1005,81,235,28,"2020-08-08 07:00:00"
16,1005,77,231,28,"2020-08-08 08:00:00"
16,1006,74,228,29,"2020-08-08 09:00:00"
16,1006,74,229,30,"2020-08-08 10:00:00"
18,1005,74,231,31,"2020-08-08 11:00:00"
18,1005,74,233,32,"2020-08-08 12:00:00"
18,1005,71,235,32,"2020-08-08 13:00:00"
18,1004,68,238,32,"2020-08-08 14:00:00"
18,1004,65,241,32,"2020-08-08 15:00:00"
16,1004,62,242,32,"2020-08-08 16:00:00"
16,1004,59,242,32,"2020-08-08 17:00:00"
16,1004,56,243,32,"2020-08-08 18:00:00"
16,1004,58,241,31,"2020-08-08 19:00:00"
16,1005,59,239,31,"2020-08-08 20:00:00"
16,1005,60,238,30,"2020-08-08 21:00:00"
16,1005,60,237,30,"2020-08-08 22:00:00"
16,1005,61,235,30,"2020-08-08 23:00:00"
16,1005,61,234,29,"2020-08-09 00:00:00"
16,1005,63,234,30,"2020-08-09 01:00:00"
16,1004,66,234,30,"2020-08-09 02:00:00"
16,1004,69,233,31,"2020-08-09 03:00:00"
16,1004,69,233,31,"2020-08-09 04:00:00"
16,1004,69,232,31,"2020-08-09 05:00:00"
16,1005,69,232,32,"2020-08-09 06:00:00"
16,1005,64,232,32,"2020-08-09 07:00:00"
16,1006,58,233,32,"2020-08-09 08:00:00"
16,1006,53,234,33,"2020-08-09 09:00:00"
16,1006,53,237,33,"2020-08-09 10:00:00"
18,1006,52,240,34,"2020-08-09 11:00:00"
18,1006,52,243,35,"2020-08-09 12:00:00"
18,1005,58,245,35,"2020-08-09 13:00:00"
18,1005,65,247,36,"2020-08-09 14:00:00"
18,1005,72,249,36,"2020-08-09 15:00:00"
16,1005,69,250,35,"2020-08-09 16:00:00"
16,1005,66,252,34,"2020-08-09 17:00:00"
16,1005,63,253,33,"2020-08-09 18:00:00"
16,1005,66,251,32,"2020-08-09 19:00:00"
16,1006,69,250,31,"2020-08-09 20:00:00"
16,1006,73,249,30,"2020-08-09 21:00:00"
16,1006,66,246,30,"2020-08-09 22:00:00"
16,1006,60,243,31,"2020-08-09 23:00:00"
16,1006,53,241,31,"2020-08-10 00:00:00"
16,1006,55,240,31,"2020-08-10 01:00:00"
16,1005,57,240,32,"2020-08-10 02:00:00"
16,1005,59,240,32,"2020-08-10 03:00:00"
16,1005,59,240,31,"2020-08-10 04:00:00"
16,1005,60,239,30,"2020-08-10 05:00:00"
16,1005,60,239,30,"2020-08-10 06:00:00"
16,1006,65,240,30,"2020-08-10 07:00:00"
16,1006,71,242,30,"2020-08-10 08:00:00"
18,1007,76,243,31,"2020-08-10 09:00:00"
18,1006,78,245,32,"2020-08-10 10:00:00"
18,1006,80,247,33,"2020-08-10 11:00:00"
18,1006,82,248,35,"2020-08-10 12:00:00"
18,1006,80,247,35,"2020-08-10 13:00:00"
18,1006,78,246,34,"2020-08-10 14:00:00"
18,1005,76,245,34,"2020-08-10 15:00:00"
18,1005,77,246,33,"2020-08-10 16:00:00"
18,1005,78,248,32,"2020-08-10 17:00:00"
18,1006,79,249,32,"2020-08-10 18:00:00"
16,1006,78,249,32,"2020-08-10 19:00:00"
16,1007,78,250,31,"2020-08-10 20:00:00"
16,1007,78,251,31,"2020-08-10 21:00:00"
16,1007,79,249,30,"2020-08-10 22:00:00"
16,1008,80,248,30,"2020-08-10 23:00:00"
16,1008,81,247,29,"2020-08-11 00:00:00"
16,1007,76,246,29,"2020-08-11 01:00:00"
16,1007,72,245,28,"2020-08-11 02:00:00"
16,1007,68,244,28,"2020-08-11 03:00:00"
16,1007,71,239,27,"2020-08-11 04:00:00"
16,1007,74,235,26,"2020-08-11 05:00:00"
16,1007,77,230,24,"2020-08-11 06:00:00"
16,1008,75,224,24,"2020-08-11 07:00:00"
16,1009,74,218,24,"2020-08-11 08:00:00"
16,1009,72,213,24,"2020-08-11 09:00:00"
18,1009,70,217,26,"2020-08-11 10:00:00"
18,1009,68,221,28,"2020-08-11 11:00:00"
18,1009,66,225,30,"2020-08-11 12:00:00"
18,1008,71,230,30,"2020-08-11 13:00:00"
18,1008,76,235,31,"2020-08-11 14:00:00"
18,1008,81,239,31,"2020-08-11 15:00:00"
18,1008,75,242,30,"2020-08-11 16:00:00"
16,1008,70,245,29,"2020-08-11 17:00:00"
16,1008,64,248,28,"2020-08-11 18:00:00"
16,1008,63,247,27,"2020-08-11 19:00:00"
16,1009,63,246,25,"2020-08-11 20:00:00"
16,1009,62,246,23,"2020-08-11 21:00:00"
16,1009,69,245,23,"2020-08-11 22:00:00"
16,1009,75,244,23,"2020-08-11 23:00:00"
16,1009,82,244,22,"2020-08-12 00:00:00"
16,1009,81,243,23,"2020-08-12 01:00:00"
16,1008,80,242,23,"2020-08-12 02:00:00"
16,1008,79,241,23,"2020-08-12 03:00:00"
16,1008,74,240,23,"2020-08-12 04:00:00"
16,1008,69,238,22,"2020-08-12 05:00:00"
16,1008,64,237,22,"2020-08-12 06:00:00"
16,1009,63,236,21,"2020-08-12 07:00:00"
16,1010,62,235,21,"2020-08-12 08:00:00"
16,1010,62,234,21,"2020-08-12 09:00:00"
16,1010,69,235,22,"2020-08-12 10:00:00"
16,1010,77,236,22,"2020-08-12 11:00:00"
18,1009,84,237,23,"2020-08-12 12:00:00"
16,1009,87,235,23,"2020-08-12 13:00:00"
16,1008,89,234,23,"2020-08-12 14:00:00"
16,1007,92,232,23,"2020-08-12 15:00:00"
16,1007,88,229,23,"2020-08-12 16:00:00"
16,1007,84,226,22,"2020-08-12 17:00:00"
16,1007,80,223,22,"2020-08-12 18:00:00"
16,1008,74,221,21,"2020-08-12 19:00:00"
16,1008,68,219,20,"2020-08-12 20:00:00"
16,1009,62,217,19,"2020-08-12 21:00:00"
16,1009,60,220,19,"2020-08-12 22:00:00"
16,1009,59,224,19,"2020-08-12 23:00:00"
16,1009,57,227,19,"2020-08-13 00:00:00"
14,1008,60,229,19,"2020-08-13 01:00:00"
14,1007,63,232,19,"2020-08-13 02:00:00"
14,1007,67,234,19,"2020-08-13 03:00:00"
14,1007,66,231,18,"2020-08-13 04:00:00"
14,1007,66,228,18,"2020-08-13 05:00:00"
16,1007,66,225,17,"2020-08-13 06:00:00"
16,1008,63,222,17,"2020-08-13 07:00:00"
16,1008,60,218,18,"2020-08-13 08:00:00"
16,1009,57,215,18,"2020-08-13 09:00:00"
16,1008,56,220,20,"2020-08-13 10:00:00"
18,1008,54,225,22,"2020-08-13 11:00:00"
18,1008,53,230,24,"2020-08-13 12:00:00"
18,1007,53,230,25,"2020-08-13 13:00:00"
18,1006,53,230,26,"2020-08-13 14:00:00"
18,1006,54,230,27,"2020-08-13 15:00:00"
18,1006,55,229,26,"2020-08-13 16:00:00"
16,1006,56,227,26,"2020-08-13 17:00:00"
16,1006,57,226,25,"2020-08-13 18:00:00"
16,1006,59,228,24,"2020-08-13 19:00:00"
16,1007,60,230,23,"2020-08-13 20:00:00"
16,1007,62,233,22,"2020-08-13 21:00:00"
16,1007,66,236,21,"2020-08-13 22:00:00"
14,1007,69,239,20,"2020-08-13 23:00:00"
14,1007,73,242,19,"2020-08-14 00:00:00"
14,1006,72,240,19,"2020-08-14 01:00:00"
14,1005,70,239,19,"2020-08-14 02:00:00"
14,1005,69,238,19,"2020-08-14 03:00:00"
14,1005,66,233,19,"2020-08-14 04:00:00"
14,1005,63,228,18,"2020-08-14 05:00:00"
14,1005,60,223,18,"2020-08-14 06:00:00"
16,1006,60,215,18,"2020-08-14 07:00:00"
16,1006,59,208,18,"2020-08-14 08:00:00"
16,1007,58,200,19,"2020-08-14 09:00:00"
16,1007,58,205,20,"2020-08-14 10:00:00"
16,1006,58,209,22,"2020-08-14 11:00:00"
16,1006,58,214,23,"2020-08-14 12:00:00"
16,1005,61,221,23,"2020-08-14 13:00:00"
16,1005,63,228,24,"2020-08-14 14:00:00"
16,1004,66,235,24,"2020-08-14 15:00:00"
16,1004,68,240,23,"2020-08-14 16:00:00"
16,1004,70,244,23,"2020-08-14 17:00:00"
16,1005,72,248,22,"2020-08-14 18:00:00"
14,1005,73,248,21,"2020-08-14 19:00:00"
14,1006,73,248,19,"2020-08-14 20:00:00"
14,1006,74,249,18,"2020-08-14 21:00:00"
14,1006,76,242,16,"2020-08-14 22:00:00"
14,1005,77,234,15,"2020-08-14 23:00:00"
14,1005,79,227,13,"2020-08-15 00:00:00"
14,1005,85,223,13,"2020-08-15 01:00:00"
14,1004,91,219,13,"2020-08-15 02:00:00"
14,1004,97,215,13,"2020-08-15 03:00:00"
14,1004,98,215,13,"2020-08-15 04:00:00"
14,1004,99,215,14,"2020-08-15 05:00:00"
14,1005,100,215,14,"2020-08-15 06:00:00"
14,1005,98,207,15,"2020-08-15 07:00:00"
14,1006,95,200,15,"2020-08-15 08:00:00"
14,1006,93,193,16,"2020-08-15 09:00:00"
14,1006,89,198,17,"2020-08-15 10:00:00"
14,1006,85,204,18,"2020-08-15 11:00:00"
16,1006,81,209,18,"2020-08-15 12:00:00"
16,1005,82,225,19,"2020-08-15 13:00:00"
16,1005,83,241,19,"2020-08-15 14:00:00"
16,1004,85,256,20,"2020-08-15 15:00:00"
14,1004,81,258,18,"2020-08-15 16:00:00"
14,1004,77,259,16,"2020-08-15 17:00:00"
12,1004,73,261,15,"2020-08-15 18:00:00"
10,1004,69,257,14,"2020-08-15 19:00:00"
8,1005,64,252,14,"2020-08-15 20:00:00"
4,1005,59,248,13,"2020-08-15 21:00:00"
4,1005,61,247,15,"2020-08-15 22:00:00"
4,1005,63,246,16,"2020-08-15 23:00:00"
4,1005,65,246,18,"2020-08-16 00:00:00"
8,1005,70,244,19,"2020-08-16 01:00:00"
10,1004,75,242,20,"2020-08-16 02:00:00"
14,1004,80,239,21,"2020-08-16 03:00:00"
14,1004,79,231,21,"2020-08-16 04:00:00"
14,1004,77,222,20,"2020-08-16 05:00:00"
14,1005,75,213,20,"2020-08-16 06:00:00"
14,1005,75,213,20,"2020-08-16 07:00:00"
16,1006,75,213,21,"2020-08-16 08:00:00"
16,1006,74,212,21,"2020-08-16 09:00:00"
16,1006,77,219,23,"2020-08-16 10:00:00"
16,1006,80,225,24,"2020-08-16 11:00:00"
18,1005,83,231,26,"2020-08-16 12:00:00"
18,1005,85,235,26,"2020-08-16 13:00:00"
16,1005,86,239,27,"2020-08-16 14:00:00"
16,1005,88,244,27,"2020-08-16 15:00:00"
16,1005,88,244,27,"2020-08-16 16:00:00"
